87,422,51,98
149,423,68,109
315,430,69,130
387,434,88,131
496,440,77,135
591,447,82,128
683,456,89,127
781,457,90,132
962,472,104,117
1067,471,86,116
1193,468,85,101
452,310,54,58
519,310,51,63
585,324,56,53
650,329,60,49
717,330,63,50
781,333,70,48
442,293,58,36
507,294,48,35
564,297,47,37
620,292,51,39
681,297,49,38
736,300,55,35
794,295,58,39
